user,day,login_count,failed_logins,after_hours_logins,sensitive_file_access,unique_systems,avg_session_duration,is_actual_threat
user_022,1,4,0,1,2,2,72.25,False
user_022,2,5,0,1,2,3,27.31,False
user_022,3,6,1,1,3,3,93.21,False
user_022,4,2,0,0,2,1,115.29,False
user_022,5,2,0,1,4,2,67.69,False
user_022,6,4,0,1,0,3,86.66,False
user_022,7,4,1,1,4,2,80.31,False
user_022,8,5,1,1,4,2,100.48,False
user_022,9,5,1,1,3,2,71.47,False
user_022,10,6,0,0,0,1,68.09,False
user_022,11,4,0,1,2,2,119.33,False
user_022,12,9,0,0,0,3,59.25,False
user_022,13,5,1,0,2,1,64.44,False
user_022,14,1,1,0,3,1,76.41,False
user_022,15,2,1,0,1,1,39.16,False
user_022,16,4,1,0,1,3,42.09,False
user_022,17,9,0,1,0,1,34.82,False
user_022,18,8,0,0,4,1,91.92,False
user_022,19,8,0,0,2,2,103.97,False
user_022,20,7,0,0,1,1,61.94,False
user_022,21,4,0,1,3,3,74.45,False
user_022,22,8,0,1,2,3,23.28,False
user_022,23,9,0,1,1,3,107.95,False
user_022,24,1,0,0,2,3,53.22,False
user_022,25,2,0,1,1,3,71.57,False
user_022,26,1,0,0,3,3,113.1,False
user_022,27,5,1,0,0,1,61.66,False
user_022,28,6,1,0,0,2,40.06,False
user_022,29,7,1,0,4,3,108.27,False
user_023,0,4,1,1,2,3,84.06,False
user_023,1,9,0,0,1,2,109.6,False
user_023,2,5,0,1,2,3,38.16,False
user_023,3,6,1,0,4,2,79.06,False
user_023,4,1,1,0,1,2,22.07,False
user_023,5,2,0,1,0,1,115.22,False
user_023,6,6,0,0,3,3,91.44,False
user_023,7,5,0,1,0,1,90.85,False
user_023,8,3,1,0,0,3,102.75,False
user_023,9,8,0,1,2,2,112.1,False
user_023,10,7,1,0,4,2,54.46,False
user_023,11,2,0,0,4,1,54.53,False
user_023,12,6,1,1,4,3,31.89,False
user_023,13,1,1,1,4,3,74.93,False
user_023,14,1,0,1,3,2,21.61,False
user_023,15,4,0,1,1,1,117.03,False
user_023,16,7,1,1,2,1,101.71,False
user_023,17,9,0,0,2,1,70.48,False
user_023,18,6,1,0,2,3,59.66,False
user_023,19,9,1,0,3,3,51.65,False
user_023,20,6,0,0,4,3,51.29,False
user_023,21,7,0,1,2,3,21.22,False
user_023,22,8,1,0,0,2,59.07,False
user_023,23,5,0,1,0,2,53.4,False
user_023,24,9,1,1,4,2,44.71,False
user_023,25,1,1,1,0,3,87.75,False
user_023,26,2,1,0,3,1,84.17,False
user_023,27,6,0,0,2,2,80.11,False
user_023,28,4,0,1,1,3,63.2,False
user_023,29,9,1,1,4,2,37.94,False
user_024,0,5,1,1,0,1,38.98,False
user_024,1,4,0,0,2,1,59.76,False
user_024,2,3,1,1,0,3,46.85,False
user_024,3,8,1,1,1,3,79.54,False
user_024,4,6,1,0,0,2,89.58,False
user_024,5,3,1,0,1,2,84.16,False
user_024,6,6,0,1,2,2,65.07,False
user_024,7,6,0,0,3,3,79.77,False
user_024,8,4,0,0,1,1,35.48,False
user_024,9,6,0,1,4,3,97.23,False
user_024,10,4,1,1,0,1,60.82,False
user_024,11,1,0,1,0,1,65.03,False
user_024,12,1,1,1,0,1,81.72,False
user_024,13,6,1,1,0,2,20.83,False
user_024,14,6,1,0,3,3,28.43,False
user_024,15,9,1,0,3,1,71.27,False
user_024,16,3,1,1,0,3,83.77,False
user_024,17,2,1,0,0,1,107.75,False
user_024,18,4,0,1,0,1,21.58,False
user_024,19,2,1,0,4,2,93.27,False
user_024,20,1,0,1,1,2,115.15,False
user_024,21,2,1,0,2,3,48.33,False
user_024,22,8,1,0,1,2,94.29,False
user_024,23,8,0,1,2,2,57.11,False
user_024,24,9,0,1,2,1,53.36,False
user_024,25,1,1,0,0,2,98.74,False
user_024,26,5,1,0,1,3,83.8,False
user_024,27,6,1,1,3,2,84.93,False
user_024,28,5,0,1,1,2,70.01,False
user_024,29,9,0,1,4,3,69.11,False
user_025,0,1,0,0,1,1,46.02,False
user_025,1,6,0,1,4,1,98.65,False
user_025,2,5,1,0,2,1,102.65,False
user_025,3,3,0,1,4,1,50.98,False
user_025,4,8,1,0,0,1,94.25,False
user_025,5,4,1,0,4,3,41.61,False
user_025,6,7,1,0,3,2,55.44,False
user_025,7,7,1,0,0,1,110.36,False
user_025,8,6,0,0,2,3,39.39,False
user_025,9,6,0,1,0,3,66.18,False
user_025,10,9,0,1,0,1,65.92,False
user_025,11,7,0,1,3,3,68.94,False
user_025,12,1,0,1,4,2,73.19,False
user_025,13,2,1,1,0,2,21.91,False
user_025,14,3,1,1,1,3,30.53,False
user_025,15,4,1,0,1,3,44.54,False
user_025,16,7,0,1,2,2,41.96,False
user_025,17,8,1,0,4,1,61.58,False
user_025,18,1,0,0,1,3,95.36,False
user_025,19,2,1,0,4,2,77.54,False
user_025,20,1,0,1,4,1,63.91,False
user_025,21,8,1,0,4,1,96.48,False
user_025,22,3,0,1,0,3,61.93,False
user_025,23,1,1,0,2,1,87.32,False
user_025,24,3,0,0,4,3,88.86,False
user_025,25,9,1,1,0,1,66.51,False
user_025,26,6,1,0,2,3,48.55,False
user_025,27,7,1,0,2,3,105.5,False
user_025,28,3,0,0,0,2,110.18,False
user_025,29,2,1,1,3,3,74.18,False
user_026,0,4,0,0,4,2,57.55,False
user_026,1,6,0,1,4,3,24.28,False
user_026,2,3,0,0,2,3,56.96,False
user_026,3,4,0,1,2,3,57.92,False
user_026,4,2,1,1,0,1,20.53,False
user_026,5,2,0,1,0,1,78.37,False
user_026,6,5,1,0,1,1,21.46,False
user_026,7,3,1,1,4,3,36.99,False
user_026,8,9,0,1,4,2,110.82,False
user_026,9,7,0,0,4,2,108.91,False
user_026,10,5,0,1,1,2,61.5,False
user_026,11,6,1,1,2,1,44.15,False
user_026,12,2,1,1,3,2,70.71,False
user_026,13,1,1,1,1,3,102.18,False
user_026,14,2,1,1,0,2,89.24,False
user_026,15,3,1,0,4,1,72.87,False
user_026,16,5,1,1,4,3,79.53,False
user_026,17,6,1,0,4,3,102.16,False
user_026,18,7,0,1,3,2,89.89,False
user_026,19,1,1,1,0,1,45.96,False
user_026,20,6,0,0,2,3,75.73,False
user_026,21,8,1,1,0,2,108.81,False
user_026,22,8,0,0,4,2,29.43,False
user_026,23,8,0,0,4,2,29.49,False
user_026,24,4,1,0,4,3,100.13,False
user_026,25,3,0,0,2,3,24.04,False
user_026,26,1,0,1,2,3,104.92,False
user_026,27,6,0,1,3,1,43.2,False
user_026,28,6,0,1,1,1,96.23,False
user_026,29,7,0,1,2,2,76.34,False
user_027,0,5,0,1,2,1,26.93,False
user_027,1,3,0,1,1,1,58.92,False
user_027,2,4,1,0,2,2,57.15,False
user_027,3,5,0,0,4,3,64.31,False
user_027,4,2,1,1,0,2,91.51,False
user_027,5,9,1,0,2,1,87.48,False
user_027,6,7,1,1,2,1,83.16,False
user_027,7,7,0,0,0,1,26.98,False
user_027,8,6,0,0,3,1,37.94,False
user_027,9,6,1,1,0,1,114.87,False
user_027,10,2,1,1,0,3,37.14,False
user_027,11,8,1,1,2,2,60.19,False
user_027,12,2,0,0,1,2,78.32,False
user_027,13,8,1,1,2,2,90.26,False
user_027,14,8,1,1,0,3,108.29,False
user_027,15,7,1,0,2,3,88.35,False
user_027,16,5,0,1,0,3,40.06,False
user_027,17,5,1,0,0,3,104.74,False
user_027,18,4,1,0,4,3,59.6,False
user_027,19,1,1,1,4,3,75.19,False
user_027,20,2,1,0,3,2,42.94,False
user_027,21,4,1,1,1,3,34.73,False
user_027,22,3,0,1,0,3,99.83,False
user_027,23,8,0,1,3,2,45.65,False
user_027,24,1,1,0,4,1,37.01,False
user_027,25,4,0,1,1,3,50.24,False
user_027,26,5,1,1,1,2,51.17,False
user_027,27,7,0,0,1,1,91.52,False
user_027,28,5,1,1,0,2,92.5,False
user_027,29,2,0,1,0,3,39.92,False
user_028,0,37,11,5,51,16,462.13,True
user_028,1,35,6,13,31,19,386.11,True
user_028,2,21,13,7,37,14,389.56,True
user_028,3,39,18,12,32,8,425.36,True
user_028,4,20,7,13,45,13,248.95,True
user_028,5,21,12,13,32,18,222.37,True
user_028,6,20,12,9,49,10,245.61,True
user_028,7,27,10,6,35,13,361.16,True
user_028,8,20,12,11,27,16,415.69,True
user_028,9,17,14,7,31,8,398.84,True
user_028,10,19,18,8,44,16,255.79,True
user_028,11,35,14,8,58,13,405.5,True
user_028,12,27,19,14,39,11,405.08,True
user_028,13,36,8,5,20,8,268.18,True
user_028,14,22,6,11,27,15,457.36,True
user_028,15,29,15,11,56,8,411.75,True
user_028,16,30,11,6,37,8,391.22,True
user_028,17,27,6,6,32,18,189.14,True
user_028,18,35,11,5,59,10,364.54,True
user_028,19,23,8,14,50,12,195.07,True
user_028,20,34,18,5,28,13,478.92,True
user_028,21,26,7,6,35,16,280.8,True
user_028,22,26,5,13,27,15,456.71,True
user_028,23,26,5,12,30,14,217.65,True
user_028,24,31,5,14,48,12,349.73,True
user_028,25,37,12,10,41,9,275.41,True
user_028,26,27,7,10,27,16,264.84,True
user_028,27,33,15,12,40,10,268.13,True
user_028,28,22,7,11,47,18,363.44,True
user_028,29,33,12,10,47,9,365.88,True
user_029,0,4,1,1,1,1,48.16,False
user_029,1,4,1,1,0,1,54.69,False
user_029,2,3,1,1,2,2,27.89,False
user_029,3,1,1,1,0,3,118.48,False
user_029,4,8,1,1,3,2,26.18,False
user_029,5,9,0,1,3,3,35.05,False
user_029,6,9,0,1,2,2,20.5,False
user_029,7,6,1,0,1,2,37.72,False
user_029,8,8,0,0,1,3,25.56,False
user_029,9,3,1,0,4,2,91.71,False
user_029,10,7,0,1,3,3,49.51,False
user_029,11,7,1,0,0,2,38.46,False
user_029,12,5,0,1,0,2,37.33,False
user_029,13,1,1,1,4,3,114.99,False
user_029,14,4,0,1,0,1,78.36,False
user_029,15,5,1,0,2,3,21.52,False
user_029,16,2,0,1,2,2,72.31,False
user_029,17,3,1,1,1,1,114.27,False
user_029,18,8,0,0,4,1,29.87,False
user_029,19,5,0,0,2,1,78.51,False
user_029,20,5,0,0,1,1,89.97,False
user_029,21,3,1,0,3,3,37.25,False
user_029,22,8,0,1,4,1,101.87,False
user_029,23,9,0,0,1,1,44.01,False
user_029,24,2,0,0,3,1,89.2,False
user_029,25,7,1,1,4,3,77.44,False
user_029,26,9,0,1,1,1,94.52,False
user_029,27,6,1,0,4,2,100.57,False
user_029,28,1,1,1,4,1,103.46,False
user_029,29,6,0,1,4,3,102.36,False
user_030,0,1,0,0,2,2,87.92,False
user_030,1,1,0,0,1,2,113.71,False
user_030,2,4,1,1,2,2,117.12,False
user_030,3,1,0,1,4,3,61.77,False
user_030,4,7,0,0,2,3,86.18,False
user_030,5,1,0,0,3,3,60.32,False
user_030,6,8,1,0,4,1,109.93,False
user_030,7,2,0,0,3,1,73.17,False
user_030,8,5,1,0,3,3,22.92,False
user_030,9,4,0,1,3,1,91.01,False
user_030,10,3,1,1,2,3,115.81,False
user_030,11,2,1,0,3,3,57.96,False
user_030,12,9,1,0,1,2,73.13,False
user_030,13,5,0,0,3,2,102.45,False
user_030,14,7,0,1,1,1,63.13,False
user_030,15,4,0,0,1,2,44.95,False
user_030,16,9,0,1,3,2,52.52,False
user_030,17,3,1,0,2,1,89.67,False
user_030,18,4,0,0,2,1,105.72,False
user_030,19,8,1,0,0,2,98.33,False
user_030,20,3,0,1,3,3,65.97,False
user_030,21,2,0,0,0,1,38.12,False
user_030,22,3,0,0,4,3,69.69,False
user_030,23,7,1,0,3,2,37.09,False
user_030,24,9,1,1,1,1,89.04,False
user_030,25,7,0,0,0,2,35.96,False
user_030,26,2,1,0,2,3,103.02,False
user_030,27,6,0,0,0,2,106.84,False
user_030,28,9,1,1,2,3,62.0,False
user_030,29,3,1,0,4,3,78.33,False
user_031,0,26,15,14,31,19,299.31,True
user_031,1,21,10,6,45,18,340.61,True
user_031,2,29,19,12,26,14,344.96,True
user_031,3,22,16,5,36,15,257.82,True
user_031,4,22,9,14,35,11,315.02,True
user_031,5,29,16,9,49,14,243.34,True
user_031,6,24,11,8,56,10,325.32,True
user_031,7,29,18,8,38,17,242.58,True
user_031,8,19,15,11,48,11,400.17,True
user_031,9,18,6,10,51,9,197.0,True
user_031,10,18,18,7,42,9,238.03,True
user_031,11,36,17,8,41,11,448.71,True
user_031,12,18,13,11,38,13,252.16,True
user_031,13,29,19,13,39,16,343.67,True
user_031,14,32,6,9,39,14,401.39,True
user_031,15,19,10,14,23,19,204.37,True
user_031,16,24,13,14,50,14,215.18,True
user_031,17,24,18,7,40,10,475.55,True
user_031,18,16,15,8,29,9,365.63,True
user_031,19,38,5,11,50,18,263.68,True
user_031,20,25,11,9,23,14,184.86,True
user_031,21,32,16,5,52,18,477.59,True
user_031,22,15,19,9,26,9,360.74,True
user_031,23,18,16,7,45,18,473.75,True
user_031,24,25,15,7,31,10,382.95,True
user_031,25,31,10,6,35,9,352.61,True
user_031,26,34,10,13,51,17,387.71,True
user_031,27,22,5,12,56,13,219.29,True
user_031,28,36,13,8,46,16,479.07,True
user_031,29,39,6,12,28,19,188.35,True
user_032,0,9,1,1,3,3,83.14,False
user_032,1,1,0,1,3,2,49.59,False
user_032,2,9,1,1,4,3,109.04,False
user_032,3,4,0,0,4,2,74.67,False
user_032,4,5,1,1,1,2,60.66,False
user_032,5,8,1,1,4,2,72.55,False
user_032,6,4,1,0,0,1,87.96,False
user_032,7,2,1,0,4,3,28.17,False
user_032,8,5,1,0,2,2,64.24,False
user_032,9,6,1,1,0,1,103.73,False
user_032,10,7,1,1,3,1,103.15,False
user_032,11,2,0,0,2,3,92.89,False
user_032,12,1,0,0,2,1,75.44,False
user_032,13,6,1,0,4,3,102.36,False
user_032,14,5,0,0,0,3,58.0,False
user_032,15,5,1,0,0,3,68.0,False
user_032,16,7,1,0,2,1,28.76,False
user_032,17,3,1,1,2,1,52.0,False
user_032,18,5,0,0,0,2,87.25,False
user_032,19,6,1,0,2,1,83.24,False
user_032,20,3,0,0,3,1,45.67,False
user_032,21,7,1,0,2,2,29.25,False
user_032,22,9,1,1,3,3,81.71,False
user_032,23,6,0,0,3,2,72.36,False
user_032,24,3,1,0,2,1,74.14,False
user_032,25,4,1,0,2,3,74.43,False
user_032,26,6,1,0,2,2,45.23,False
user_032,27,6,0,1,3,1,117.7,False
user_032,28,8,0,1,2,3,66.62,False
user_032,29,9,1,1,3,3,114.16,False
user_033,0,5,1,1,0,1,96.65,False
user_033,1,6,1,0,3,2,82.81,False
user_033,2,1,0,1,1,3,57.0,False
user_033,3,9,0,0,1,3,116.93,False
user_033,4,9,1,0,2,1,70.59,False
user_033,5,3,1,1,0,3,65.17,False
user_033,6,4,0,0,0,3,20.02,False
user_033,7,5,1,1,3,2,26.14,False
user_033,8,7,0,1,0,2,39.76,False
user_033,9,9,0,1,4,2,60.15,False
user_033,10,4,0,0,3,1,87.56,False
user_033,11,4,0,1,2,2,25.86,False
user_033,12,1,0,1,1,1,29.86,False
user_033,13,8,0,1,2,2,73.0,False
user_033,14,9,1,1,3,1,34.35,False
user_033,15,4,0,0,1,3,70.25,False
user_033,16,6,0,1,3,2,55.98,False
user_033,17,5,0,0,4,1,52.31,False
user_033,18,7,1,0,3,2,66.95,False
user_033,19,2,0,1,4,2,87.23,False
user_033,20,1,1,0,3,2,81.79,False
user_033,21,7,0,1,4,3,42.67,False
user_033,22,5,0,1,3,3,58.1,False
user_033,23,6,1,0,2,2,58.32,False
user_033,24,5,1,0,3,3,39.69,False
user_033,25,4,0,1,3,1,70.35,False
user_033,26,8,1,1,3,3,83.15,False
user_033,27,9,0,0,4,3,44.74,False
user_033,28,7,1,1,3,3,82.57,False
user_033,29,9,1,0,4,3,98.77,False
user_034,0,7,1,0,4,3,36.34,False
user_034,1,3,1,1,4,3,79.8,False
user_034,2,6,0,0,2,3,58.28,False
user_034,3,7,1,1,3,3,26.2,False
user_034,4,8,0,1,4,3,107.8,False
user_034,5,5,0,0,1,1,110.28,False
user_034,6,1,0,1,0,2,114.6,False
user_034,7,8,1,0,0,2,36.99,False
user_034,8,1,1,1,0,1,25.91,False
user_034,9,6,0,0,2,1,34.26,False
user_034,10,2,0,1,0,3,53.11,False
user_034,11,9,1,1,3,1,22.22,False
user_034,12,9,1,1,2,2,79.94,False
user_034,13,8,1,0,4,1,36.95,False
user_034,14,4,1,1,1,2,78.77,False
user_034,15,2,0,0,3,3,63.71,False
user_034,16,9,0,0,2,3,52.49,False
user_034,17,6,0,1,0,1,60.97,False
user_034,18,7,1,0,2,2,101.05,False
user_034,19,1,0,1,2,1,38.12,False
user_034,20,5,1,0,1,3,61.58,False
user_034,21,6,0,1,3,2,25.92,False
user_034,22,3,1,0,3,3,114.93,False
user_034,23,5,1,1,4,1,60.91,False
user_034,24,6,0,0,2,3,61.84,False
user_034,25,2,0,0,0,1,67.17,False
user_034,26,7,0,0,3,2,26.92,False
user_034,27,8,0,1,1,3,46.12,False
user_034,28,9,0,0,0,3,39.58,False
user_034,29,8,1,0,4,1,33.32,False
user_035,0,5,1,0,3,1,38.28,False
user_035,1,2,0,1,2,1,44.26,False
user_035,2,6,0,0,1,3,37.44,False
user_035,3,3,0,1,2,2,91.44,False
user_035,4,4,0,1,4,3,109.66,False
user_035,5,4,0,0,0,2,77.71,False
user_035,6,9,1,1,4,3,100.84,False
user_035,7,9,1,1,2,1,77.21,False
user_035,8,3,0,1,3,3,58.47,False
user_035,9,9,0,0,4,2,26.74,False
user_035,10,9,1,0,1,2,71.81,False
user_035,11,4,1,1,3,1,101.19,False
user_035,12,4,0,1,0,1,99.87,False
user_035,13,4,0,1,2,1,108.62,False
user_035,14,7,0,1,1,3,87.91,False
user_035,15,4,1,0,1,1,48.72,False
user_035,16,8,0,1,0,2,45.62,False
user_035,17,3,0,0,1,1,40.95,False
user_035,18,5,1,1,0,3,51.26,False
user_035,19,8,1,0,4,3,58.59,False
user_035,20,3,0,0,0,3,116.56,False
user_035,21,7,0,0,1,1,92.93,False
user_035,22,7,1,1,2,2,34.72,False
user_035,23,6,1,1,4,3,59.83,False
user_035,24,3,1,0,0,3,95.13,False
user_035,25,7,0,0,0,3,115.63,False
user_035,26,7,1,0,0,1,110.32,False
user_035,27,6,1,0,1,3,107.55,False
user_035,28,7,0,1,1,1,111.18,False
user_035,29,2,0,1,4,2,53.16,False
user_036,0,8,0,1,2,2,51.21,False
user_036,1,3,0,1,4,2,64.54,False
user_036,2,5,1,1,2,3,114.57,False
user_036,3,6,0,0,0,1,90.5,False
user_036,4,8,1,1,3,3,107.3,False
user_036,5,6,0,1,2,1,67.55,False
user_036,6,6,0,1,0,3,103.64,False
user_036,7,5,0,1,3,1,71.11,False
user_036,8,1,0,1,4,3,90.94,False
user_036,9,3,1,1,4,1,56.3,False
user_036,10,1,1,1,3,3,81.2,False
user_036,11,6,1,1,2,3,106.25,False
user_036,12,7,1,0,2,2,114.21,False
user_036,13,9,1,1,4,2,111.15,False
user_036,14,1,1,1,3,2,54.41,False
user_036,15,2,1,1,4,3,70.55,False
user_036,16,9,1,1,2,2,67.4,False
user_036,17,5,1,0,4,1,61.07,False
user_036,18,6,0,0,1,2,87.35,False
user_036,19,1,1,1,1,1,86.08,False
user_036,20,6,0,0,0,1,45.96,False
user_036,21,3,0,0,0,1,106.21,False
user_036,22,2,0,0,3,2,104.39,False
user_036,23,6,1,0,4,2,93.29,False
user_036,24,1,1,0,0,3,63.05,False
user_036,25,8,1,1,4,2,27.3,False
user_036,26,1,1,1,0,3,23.56,False
user_036,27,6,1,1,1,3,95.03,False
user_036,28,8,1,0,4,2,65.22,False
user_036,29,1,0,0,4,2,107.75,False
user_037,0,6,0,1,1,2,66.07,False
user_037,1,3,0,1,1,2,76.24,False
user_037,2,6,1,1,0,2,59.86,False
user_037,3,2,0,0,4,2,54.56,False
user_037,4,3,1,0,3,3,20.06,False
user_037,5,1,1,0,0,3,38.49,False
user_037,6,6,0,0,3,3,56.33,False
user_037,7,6,0,1,4,3,53.02,False
user_037,8,2,0,0,1,3,119.38,False
user_037,9,6,1,0,0,3,98.32,False
user_037,10,6,0,1,2,1,27.05,False
user_037,11,3,1,0,0,1,74.46,False
user_037,12,5,0,0,0,3,93.79,False
user_037,13,6,1,1,3,1,103.64,False
user_037,14,1,0,0,3,1,48.42,False
user_037,15,2,1,0,3,2,74.46,False
user_037,16,7,1,0,1,2,39.43,False
user_037,17,1,0,1,0,1,35.58,False
user_037,18,5,1,1,2,2,42.05,False
user_037,19,1,0,0,1,1,115.56,False
user_037,20,1,0,1,4,3,59.22,False
user_037,21,9,0,0,1,3,102.92,False
user_037,22,7,1,0,4,2,96.8,False
user_037,23,3,0,0,1,1,113.81,False
user_037,24,7,0,0,1,3,100.83,False
user_037,25,7,0,0,4,2,87.14,False
user_037,26,6,0,1,1,2,88.88,False
user_037,27,5,1,1,0,1,39.67,False
user_037,28,3,1,1,0,3,95.93,False
user_037,29,1,1,1,2,2,67.25,False
user_038,0,2,0,0,0,3,61.24,False
user_038,1,1,0,1,0,1,56.04,False
user_038,2,5,1,0,4,2,49.8,False
user_038,3,1,1,0,0,2,59.73,False
user_038,4,8,0,1,0,1,36.17,False
user_038,5,8,1,0,4,1,64.38,False
user_038,6,8,1,0,0,2,92.89,False
user_038,7,4,0,0,1,1,57.21,False
user_038,8,1,0,0,3,2,70.2,False
user_038,9,8,1,0,2,1,51.4,False
user_038,10,5,0,0,1,2,62.38,False
user_038,11,1,1,1,4,3,55.16,False
user_038,12,3,0,1,0,1,51.22,False
user_038,13,3,0,0,1,3,118.58,False
user_038,14,4,0,1,3,1,94.48,False
user_038,15,1,0,0,1,2,87.38,False
user_038,16,8,0,0,3,2,83.47,False
user_038,17,7,0,1,2,2,40.41,False
user_038,18,7,0,1,0,1,58.05,False
user_038,19,3,1,1,4,2,115.71,False
user_038,20,1,1,1,3,1,90.73,False
user_038,21,8,1,1,3,2,71.1,False
user_038,22,4,1,1,1,1,55.8,False
user_038,23,7,0,1,3,2,35.31,False
user_038,24,3,0,1,1,2,77.36,False
user_038,25,2,1,0,4,2,30.82,False
user_038,26,4,0,1,4,3,39.17,False
user_038,27,3,1,1,2,1,28.81,False
user_038,28,7,0,0,2,3,63.03,False
user_038,29,5,0,0,4,1,83.53,False
user_039,0,1,1,0,4,1,75.97,False
user_039,1,8,1,1,4,3,50.63,False
user_039,2,7,1,1,3,2,72.76,False
user_039,3,2,0,1,1,1,32.13,False
user_039,4,3,0,1,3,2,36.63,False
user_039,5,5,1,0,3,2,92.76,False
user_039,6,2,1,0,1,2,38.38,False
user_039,7,3,0,0,0,3,44.88,False
user_039,8,2,1,1,2,1,92.8,False
user_039,9,5,1,1,3,1,58.56,False
user_039,10,6,1,0,4,2,26.97,False
user_039,11,4,1,0,0,1,92.47,False
user_039,12,6,1,0,3,2,53.63,False
user_039,13,7,1,1,0,3,94.07,False
user_039,14,8,0,1,4,2,81.42,False
user_039,15,7,1,0,2,2,27.49,False
user_039,16,9,1,1,3,2,39.5,False
user_039,17,9,1,1,1,2,66.63,False
user_039,18,7,1,0,3,2,58.29,False
user_039,19,7,1,0,4,2,46.24,False
user_039,20,1,0,1,3,3,106.08,False
user_039,21,6,1,1,4,2,56.68,False
user_039,22,7,1,0,2,2,117.01,False
user_039,23,4,0,0,4,1,48.52,False
user_039,24,3,1,0,2,2,95.78,False
user_039,25,6,1,0,3,2,25.62,False
user_039,26,8,1,0,4,2,74.64,False
user_039,27,3,0,0,1,3,30.24,False
user_039,28,2,0,1,3,2,57.7,False
user_039,29,6,1,1,4,3,113.26,False
user_040,0,7,1,1,3,1,60.64,False
user_040,1,5,0,0,2,2,91.92,False
user_040,2,9,0,1,1,3,40.18,False
user_040,3,7,1,1,2,3,82.55,False
user_040,4,4,0,1,0,3,89.58,False
user_040,5,5,0,0,4,1,34.8,False
user_040,6,7,1,0,2,2,96.91,False
user_040,7,4,1,1,4,2,23.44,False
user_040,8,5,1,1,0,1,73.84,False
user_040,9,6,1,1,3,3,33.37,False
user_040,10,2,0,0,1,1,87.66,False
user_040,11,6,1,0,0,3,90.08,False
user_040,12,8,0,1,2,2,23.25,False
user_040,13,6,0,0,4,3,44.23,False
user_040,14,6,1,0,1,1,60.51,False
user_040,15,2,1,0,2,1,106.95,False
user_040,16,2,0,0,0,3,47.4,False
user_040,17,4,0,0,4,2,94.24,False
user_040,18,4,0,1,1,1,36.8,False
user_040,19,1,1,0,2,3,77.72,False
user_040,20,6,0,1,0,2,86.47,False
user_040,21,6,1,0,2,1,78.53,False
user_040,22,7,1,0,2,3,70.19,False
user_040,23,8,0,1,1,1,99.78,False
user_040,24,4,1,1,3,2,116.67,False
user_040,25,6,0,1,1,1,119.68,False
user_040,26,1,1,0,4,3,107.4,False
user_040,27,7,1,0,3,3,102.27,False
user_040,28,5,0,0,0,2,103.95,False
user_040,29,3,1,0,1,2,32.91,False
user_041,0,4,0,0,3,3,20.95,False
user_041,1,5,1,0,1,2,54.3,False
user_041,2,9,0,0,4,2,66.04,False
user_041,3,6,0,1,2,1,29.67,False
user_041,4,1,0,1,4,2,23.94,False
user_041,5,9,0,0,1,1,38.88,False
user_041,6,4,0,1,2,3,49.03,False
user_041,7,2,0,0,0,2,63.28,False
user_041,8,1,1,1,3,2,70.97,False
user_041,9,9,0,0,1,3,81.51,False
user_041,10,8,1,0,3,2,47.87,False
user_041,11,5,1,0,1,3,48.26,False
user_041,12,3,1,0,0,1,25.5,False
user_041,13,5,0,0,2,1,63.96,False
user_041,14,6,0,0,3,1,106.97,False
user_041,15,8,0,1,2,1,77.09,False
user_041,16,7,0,0,4,2,113.76,False
user_041,17,8,0,1,1,2,114.24,False
user_041,18,9,0,0,1,3,88.83,False
user_041,19,3,0,0,1,1,115.58,False
user_041,20,7,0,0,3,1,25.57,False
user_041,21,9,0,1,3,1,42.73,False
user_041,22,3,1,1,4,2,29.06,False
user_041,23,3,1,1,0,2,97.22,False
user_041,24,3,0,0,0,3,22.89,False
user_041,25,9,0,1,3,1,71.39,False
user_041,26,3,0,1,3,1,38.75,False
user_041,27,1,1,0,2,3,38.54,False
user_041,28,7,1,1,1,2,27.96,False
user_041,29,2,0,0,0,1,44.41,False
user_042,0,2,0,1,1,2,46.25,False
user_042,1,9,0,0,2,3,75.04,False
user_042,2,4,0,1,0,2,72.61,False
user_042,3,6,0,0,3,1,25.17,False
user_042,4,4,0,1,0,1,94.73,False
user_042,5,5,1,1,1,2,96.39,False
user_042,6,7,1,1,1,3,77.65,False
user_042,7,1,1,0,0,3,104.99,False
user_042,8,7,0,0,1,2,69.21,False
user_042,9,3,1,1,3,3,23.04,False
user_042,10,2,0,1,2,3,33.38,False
user_042,11,3,0,0,3,1,54.78,False
user_042,12,7,0,1,1,2,48.97,False
user_042,13,1,1,1,2,1,92.24,False
user_042,14,9,0,0,2,1,59.09,False
user_042,15,4,1,0,2,3,64.44,False
user_042,16,5,1,1,2,3,46.78,False
user_042,17,9,1,0,3,2,104.49,False
user_042,18,6,0,1,0,3,83.56,False
user_042,19,2,0,0,3,2,52.94,False
user_042,20,6,0,0,2,3,101.61,False
user_042,21,8,0,1,4,1,30.44,False
user_042,22,8,1,0,0,2,76.83,False
user_042,23,3,0,1,4,2,77.93,False
user_042,24,7,0,1,1,2,91.45,False
user_042,25,3,1,0,2,1,69.2,False
user_042,26,2,1,0,3,1,25.27,False
user_042,27,9,1,0,0,1,106.77,False
user_042,28,7,0,1,1,2,82.84,False
user_042,29,1,0,1,4,1,84.64,False
user_043,0,5,0,1,4,1,63.5,False
user_043,1,2,0,0,2,2,107.71,False
user_043,2,9,1,0,4,3,63.57,False
user_043,3,7,0,1,4,3,51.57,False
